frame.time_epoch,ip.src,ip.dst,frame.len,tcp.port,udp.port,ip.proto,frame.time_delta,tcp.flags,ip.len,icmp.type,tcp.stream,tcp.seq,tcp.ack,ip.flags.df,tcp.window_size,ip.ttl,tcp.analysis.flags,http.request.uri,http.response.code,anomaly,score
1762616239.830889000,172.17.17.156,172.17.23.255,82,,57690.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616239.830889000,172.17.17.104,224.0.0.251,73,,49816.0,17,0.000000000,,59,,,,,False,,1,,,,-1,-0.010590806422717702
1762616239.831510000,172.17.21.219,239.255.255.250,212,,59559.0,17,0.000621000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616239.831909000,172.17.18.187,239.255.255.250,212,,55163.0,17,0.000057000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616239.898801000,172.17.19.207,35.186.224.22,1288,,50305.0,17,0.066892000,,1274,,,,,True,,128,,,,-1,-0.009082943088430717
1762616239.898916000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000115000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.898943000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000027000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.898970000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000027000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.898993000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000023000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899016000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000023000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899079000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000063000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899102000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000023000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899128000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000026000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899152000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000024000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899186000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000034000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899209000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000023000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899248000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000039000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899272000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000024000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899295000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000023000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899318000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000023000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899341000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000023000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899364000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000023000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899389000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000025000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.899415000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000026000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.905643000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000392000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.905729000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000086000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.905757000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000028000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.905811000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000054000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.905841000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000030000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.905870000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000029000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.905897000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000027000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616239.905923000,172.17.19.207,35.186.224.22,687,,50305.0,17,0.000026000,,673,,,,,True,,128,,,,-1,-0.010345480663226048
1762616240.035436000,172.17.21.235,172.17.23.255,82,,56509.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616240.035825000,172.17.21.235,255.255.255.255,82,,56510.0,17,0.000389000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616240.041878000,172.17.17.156,172.17.23.255,82,,57690.0,17,0.000293000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616240.105480000,172.17.19.207,35.186.224.22,1288,,50305.0,17,0.006652000,,1274,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105575000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000095000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105599000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000024000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105617000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000018000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105655000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000038000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105677000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000022000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105704000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000027000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105726000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000022000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105747000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000021000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105769000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000022000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105788000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000019000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616240.105810000,172.17.19.207,35.186.224.22,787,,50305.0,17,0.000022000,,773,,,,,True,,128,,,,-1,-0.008940957354589774
1762616240.144771000,172.17.19.207,35.186.224.22,74,,50305.0,17,0.020936000,,60,,,,,True,,128,,,,-1,-0.022194106632381194
1762616240.278724000,172.17.19.207,35.186.224.22,78,,50305.0,17,0.028960000,,64,,,,,True,,128,,,,-1,-0.020712621110079987
1762616240.454091000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000000000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616240.454811000,172.17.17.156,172.17.23.255,82,,57690.0,17,0.000720000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616240.653328000,172.17.17.156,172.17.23.255,82,,57690.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616240.856053000,172.17.21.219,239.255.255.250,212,,59559.0,17,0.000000000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616240.856672000,172.17.23.232,239.255.255.250,179,,57149.0,17,0.000619000,,165,,,,,False,,4,,*,,-1,-0.012269538463713814
1762616240.856672000,172.17.17.104,224.0.0.251,73,,49816.0,17,0.000000000,,59,,,,,False,,1,,,,-1,-0.010590806422717702
1762616240.857522000,172.17.18.187,239.255.255.250,212,,55163.0,17,0.000850000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616241.061989000,172.17.17.156,172.17.23.255,82,,57690.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616241.265631000,172.17.17.156,172.17.23.255,82,,57690.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616241.449789000,172.17.19.207,35.186.224.22,1288,,50305.0,17,0.181897000,,1274,,,,,True,,128,,,,-1,-0.006597062753108451
1762616241.449916000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000127000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616241.449947000,172.17.19.207,35.186.224.22,1292,,50305.0,17,0.000031000,,1278,,,,,True,,128,,,,-1,-0.011296298787451309
1762616241.450005000,172.17.19.207,35.186.224.22,1027,,50305.0,17,0.000058000,,1013,,,,,True,,128,,,,-1,-0.0049332519965052946
1762616241.470119000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.012345000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616241.470366000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000247000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616241.470715000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000349000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616241.470715000,172.17.17.156,172.17.23.255,82,,57690.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616241.492752000,172.17.19.207,35.186.224.22,74,,50305.0,17,0.022037000,,60,,,,,True,,128,,,,-1,-0.022194106632381194
1762616241.594646000,172.17.19.207,35.223.238.178,55,60992.0,,6,0.022976000,0x0010,41,,14,1,1,True,255,128,,,,-1,-0.02142313897017223
1762616241.610287000,172.17.19.207,35.186.224.22,78,,50305.0,17,0.015641000,,64,,,,,True,,128,,,,-1,-0.022194106632381194
1762616241.677767000,172.17.17.156,172.17.23.255,82,,57690.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616241.744092000,172.17.19.207,35.186.224.40,97,53506.0,,6,0.064954000,0x0018,83,,15,1,1,True,253,128,,,,-1,-0.0013592184850133027
1762616241.879797000,172.17.19.207,35.186.224.40,54,53506.0,,6,0.044131000,0x0010,40,,15,44,41,True,253,128,,,,-1,-0.004658541819280271
1762616241.880020000,172.17.21.219,239.255.255.250,212,,59559.0,17,0.000068000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616241.881888000,172.17.18.187,239.255.255.250,212,,55163.0,17,0.000000000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616242.161552000,172.17.19.207,23.44.10.211,54,61196.0,,6,0.074381000,0x0011,40,,16,1,1,True,1023,128,,,,-1,-0.014649669931196097
1762616242.171538000,172.17.19.207,23.44.10.211,54,61196.0,,6,0.000079000,0x0014,40,,16,2,25,True,0,128,,,,-1,-0.017283374113512218
1762616242.290151000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000043000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616242.495715000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000441000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616242.495715000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000000000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616242.496496000,172.17.22.51,239.255.255.250,167,,48574.0,17,0.000113000,,153,,,,,True,,1,,*,,-1,-0.006393875402720517
1762616242.605448000,172.17.19.207,35.223.238.178,66,57196.0,,6,0.107915000,0x0002,52,,17,0,0,True,65535,128,,,,-1,-0.011331672309817464
1762616242.699869000,172.17.17.104,224.0.0.251,81,,49816.0,17,0.000386000,,67,,,,,False,,1,,,,-1,-0.010590806422717702
1762616242.904215000,172.17.17.104,224.0.0.251,73,,49816.0,17,0.000405000,,59,,,,,False,,1,,,,-1,-0.010590806422717702
1762616242.958666000,172.17.19.207,35.223.238.178,54,57196.0,,6,0.000116000,0x0010,40,,17,1,1,True,65280,128,,,,-1,-0.013828890548304607
1762616243.109300000,172.17.17.104,224.0.0.251,84,,49816.0,17,0.000000000,,70,,,,,False,,1,,,,-1,-0.010590806422717702
1762616243.109685000,172.17.20.7,239.255.255.250,212,,53702.0,17,0.000385000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616243.295320000,172.17.19.207,52.123.178.113,54,58857.0,,6,0.184365000,0x0011,40,,18,1,1,True,252,128,,,,-1,-0.010784281943863716
1762616243.295621000,172.17.19.207,52.182.143.215,54,57134.0,,6,0.000301000,0x0011,40,,11,4526,6958,True,64512,128,,,,-1,-0.017557944780041468
1762616243.295802000,172.17.19.207,52.113.194.132,54,57290.0,,6,0.000181000,0x0011,40,,19,1,1,True,255,128,,,,-1,-0.010409561860738492
1762616243.313498000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000236000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.315565000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000000000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616243.317709000,172.17.19.207,35.223.238.178,54,57196.0,,6,0.000035000,0x0010,40,,17,518,3163,True,65280,128,,,,-1,-0.013828890548304607
1762616243.319801000,172.17.19.207,52.113.194.132,54,57290.0,,6,0.000040000,0x0010,40,,19,2,2,True,255,128,,,,-1,-0.010409561860738492
1762616243.332302000,172.17.19.207,52.123.178.113,54,58857.0,,6,0.000065000,0x0010,40,,18,2,2,True,252,128,,,,-1,-0.013896258626681646
1762616243.518393000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000244000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.518469000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000076000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616243.526608000,172.17.19.207,52.182.143.215,54,57134.0,,6,0.000056000,0x0010,40,,11,4527,6959,True,64512,128,,,,-1,-0.017557944780041468
1762616243.662865000,172.17.19.207,35.223.238.178,54,57196.0,,6,0.000037000,0x0010,40,,17,1521,3609,True,65024,128,,,,-1,-0.013828890548304607
1762616243.663280000,172.17.19.207,35.223.238.178,78,57196.0,,6,0.000415000,0x0018,64,,17,1521,3609,True,65024,128,,,,-1,-0.013828890548304607
1762616243.663475000,172.17.19.207,35.223.238.178,54,57196.0,,6,0.000195000,0x0011,40,,17,1545,3609,True,65024,128,,,,-1,-0.013828890548304607
1762616243.702544000,172.17.19.207,104.26.6.95,121,62741.0,,6,0.039069000,0x0018,107,,1,103,421,True,254,128,,,,-1,-0.03054770542926466
1762616243.722923000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.015064000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.723028000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000105000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.723124000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000096000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.723525000,172.17.16.203,172.17.23.255,86,,57621.0,17,0.000273000,,72,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.928024000,172.17.23.232,239.255.255.250,179,,57149.0,17,0.204499000,,165,,,,,False,,4,,*,,-1,-0.008369735493148123
1762616243.928024000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.928024000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.929460000,172.17.22.243,239.255.255.250,175,,60190.0,17,0.000280000,,161,,,,,False,,1,,*,,-1,-0.012651556483863291
1762616243.929648000,172.17.22.243,239.255.255.250,175,,60198.0,17,0.000188000,,161,,,,,False,,1,,*,,-1,-0.012651556483863291
1762616243.929822000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000174000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.930630000,172.17.16.143,172.17.23.255,86,,57621.0,17,0.000000000,,72,,,,,False,,128,,,,-1,-0.022194106632381194
1762616243.950614000,172.17.19.207,104.26.6.95,54,62741.0,,6,0.000024000,0x0010,40,,1,170,962,True,252,128,,,,-1,-0.03368333475165064
1762616243.951669000,172.17.19.207,104.26.6.95,89,62741.0,,6,0.000914000,0x0018,75,,1,170,993,True,252,128,,,,-1,-0.03133675028236138
1762616244.132664000,172.17.17.104,224.0.0.251,84,,49816.0,17,0.000090000,,70,,,,,False,,1,,,,-1,-0.010590806422717702
1762616244.132844000,172.17.20.7,239.255.255.250,212,,53702.0,17,0.000180000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616244.133444000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000115000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.133610000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000166000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.134084000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000129000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.338009000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000306000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616244.339165000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000290000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.339507000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000104000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.341049000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000259000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.542233000,172.17.22.188,239.255.255.250,212,,51050.0,17,0.201076000,,198,,,,,False,,1,,*,,-1,-0.0055950582020877215
1762616244.542538000,172.17.17.104,224.0.0.251,102,,49816.0,17,0.000305000,,88,,,,,False,,1,,,,-1,-0.008336717825206952
1762616244.542987000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000183000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.542987000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.543599000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000026000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.748591000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000158000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.749373000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000782000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616244.951938000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.202565000,,68,,,,,False,,128,,,,-1,-0.017524850641420064
1762616244.953893000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000255000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.156949000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.203056000,,68,,,,,False,,128,,,,-1,-0.017524850641420064
1762616245.157248000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000028000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.157515000,172.17.20.7,239.255.255.250,212,,53702.0,17,0.000267000,,198,,,,,False,,1,,*,,-1,-0.012269538463713814
1762616245.361521000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.203615000,,68,,,,,False,,128,,,,-1,-0.017524850641420064
1762616245.361521000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.361883000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.566251000,172.17.22.188,239.255.255.250,212,,51050.0,17,0.000019000,,198,,,,,False,,1,,*,,-1,-0.00947555694270552
1762616245.566582000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000082000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.566766000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000184000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.567006000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000133000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.771781000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000027000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.771856000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000075000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.772168000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000312000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.829357000,172.17.19.207,20.250.119.64,55,57738.0,,6,0.056972000,0x0010,41,,20,1,1,True,255,128,,,,-1,-0.010409561860738492
1762616245.978842000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000502000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.981046000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000610000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616245.982219000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000068000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616246.180730000,172.17.20.7,239.255.255.250,212,,53702.0,17,0.198511000,,198,,,,,False,,1,,*,,-1,-0.008369735493148123
1762616246.181340000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000094000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616246.182080000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000740000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616246.182099000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000019000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616246.590524000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.202949000,,68,,,,,False,,128,,,,-1,-0.017524850641420064
1762616246.590524000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616246.590774000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616246.591072000,172.17.22.188,239.255.255.250,212,,51050.0,17,0.000298000,,198,,,,,False,,1,,*,,-1,-0.00947555694270552
1762616246.594605000,172.17.19.207,140.82.114.25,55,55040.0,,6,0.000997000,0x0010,41,,21,1,1,True,255,128,,,,-1,-0.002833729018274389
1762616247.000999000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.000999000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.000999000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.002431000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.003628000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000215000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.003696000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000068000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.207870000,172.17.21.137,172.17.23.255,82,,56136.0,17,0.000503000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.207870000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.207984000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000114000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.260469000,172.17.19.207,192.34.20.166,55,57728.0,,6,0.050488000,0x0010,41,,22,1,1,True,255,128,,,,-1,-0.009653038583179008
1762616247.412526000,172.17.20.17,172.17.23.255,82,,53605.0,17,0.000866000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.412526000,172.17.20.17,255.255.255.255,82,,53604.0,17,0.000000000,,68,,,,,False,,128,,,,-1,-0.022194106632381194
1762616247.510386000,172.17.19.207,192.34.20.166,55,57729.0,,6,0.097860000,0x0010,41,,23,1,1,True,255,128,,,,-1,-0.008570116407513262
1762616247.615238000,172.17.22.188,239.255.255.250,212,,51050.0,17,0.096846000,,198,,,,,False,,1,,*,,-1,-0.005814943554396157
