frame.time_epoch,ip.src,ip.dst,frame.len,tcp.port,udp.port,ip.proto,frame.time_delta,tcp.flags,ip.len,icmp.type,tcp.stream,tcp.seq,tcp.ack,ip.flags.df,tcp.window_size,ip.ttl,tcp.analysis.flags,http.request.uri,http.response.code
"1762682118.447605000","35.223.238.178","172.17.19.207","54","443,59065",,"6","0.000088000","0x0010","40",,"19","1","1481","True","41216","55",,,
"1762682118.447605000","35.223.238.178","172.17.19.207","1474","443,59063",,"6","0.000000000","0x0010","1460",,"17","1","1481","True","41216","54",,,
"1762682118.449475000","172.17.19.207","35.223.238.178","134","59064,443",,"6","0.001870000","0x0018","120",,"18","1481","4227","True","65280","128",,,
"1762682118.449579000","172.17.19.207","35.223.238.178","385","59064,443",,"6","0.000104000","0x0018","371",,"18","1561","4227","True","65280","128",,,
"1762682118.449625000","172.17.19.207","35.223.238.178","2448","59064,443",,"6","0.000046000","0x0018","2434",,"18","1892","4227","True","65280","128",,,
"1762682118.449645000","172.17.19.207","35.223.238.178","3634","59064,443",,"6","0.000020000","0x0018","3620",,"18","4286","4227","True","65280","128",,,
"1762682118.449663000","172.17.19.207","35.223.238.178","867","59064,443",,"6","0.000018000","0x0018","853",,"18","7866","4227","True","65280","128",,,
"1762682118.451171000","35.223.238.178","172.17.19.207","1474","443,59063",,"6","0.001508000","0x0018","1460",,"17","1421","1481","True","41216","54",,,
"1762682118.451171000","35.223.238.178","172.17.19.207","1310","443,59063",,"6","0.000000000","0x0018","1296",,"17","2841","1481","True","41216","54",,,
"1762682118.451171000","35.223.238.178","172.17.19.207","184","443,59063",,"6","0.000000000","0x0018","170",,"17","4097","1481","True","41216","54",,,
"1762682118.451171000","35.223.238.178","172.17.19.207","1474","443,59065",,"6","0.000000000","0x0010","1460",,"19","1","1481","True","41216","55",,,
"1762682118.451228000","172.17.19.207","35.223.238.178","54","59063,443",,"6","0.000057000","0x0010","40",,"17","1481","4227","True","65280","128",,,
"1762682118.453003000","172.17.19.207","35.223.238.178","134","59063,443",,"6","0.001775000","0x0018","120",,"17","1481","4227","True","65280","128",,,
"1762682118.453096000","172.17.19.207","35.223.238.178","386","59063,443",,"6","0.000093000","0x0018","372",,"17","1561","4227","True","65280","128",,,
"1762682118.453170000","172.17.19.207","35.223.238.178","2448","59063,443",,"6","0.000074000","0x0018","2434",,"17","1893","4227","True","65280","128",,,
"1762682118.453215000","172.17.19.207","35.223.238.178","3634","59063,443",,"6","0.000045000","0x0018","3620",,"17","4287","4227","True","65280","128",,,
"1762682118.453242000","172.17.19.207","35.223.238.178","4820","59063,443",,"6","0.000027000","0x0018","4806",,"17","7867","4227","True","65280","128",,,
"1762682118.453270000","172.17.19.207","35.223.238.178","4314","59063,443",,"6","0.000028000","0x0010","4300",,"17","12633","4227","True","65280","128",,,
"1762682118.454145000","35.223.238.178","172.17.19.207","1474","443,59065",,"6","0.000875000","0x0018","1460",,"19","1421","1481","True","41216","55",,,
"1762682118.454145000","35.223.238.178","172.17.19.207","1310","443,59065",,"6","0.000000000","0x0018","1296",,"19","2841","1481","True","41216","55",,,
"1762682118.454212000","172.17.19.207","35.223.238.178","54","59065,443",,"6","0.000067000","0x0010","40",,"19","1481","4097","True","65280","128",,,
"1762682118.455809000","35.223.238.178","172.17.19.207","184","443,59065",,"6","0.001597000","0x0018","170",,"19","4097","1481","True","41216","55",,,
"1762682118.455809000","192.34.20.166","172.17.19.207","1514","443,59062",,"6","0.000000000","0x0010","1500",,"16","1","1484","True","67200","53",,,
"1762682118.455859000","172.17.19.207","35.223.238.178","54","59065,443",,"6","0.000050000","0x0010","40",,"19","1481","4227","True","65280","128",,,
"1762682118.455939000","172.17.19.207","35.223.238.178","134","59065,443",,"6","0.000080000","0x0018","120",,"19","1481","4227","True","65280","128",,,
"1762682118.456054000","172.17.19.207","35.223.238.178","385","59065,443",,"6","0.000115000","0x0018","371",,"19","1561","4227","True","65280","128",,,
"1762682118.456091000","172.17.19.207","35.223.238.178","2448","59065,443",,"6","0.000037000","0x0018","2434",,"19","1892","4227","True","65280","128",,,
"1762682118.456118000","172.17.19.207","35.223.238.178","1529","59065,443",,"6","0.000027000","0x0018","1515",,"19","4286","4227","True","65280","128",,,
"1762682118.457788000","192.34.20.166","172.17.19.207","1514","443,59062",,"6","0.001670000","0x0018","1500",,"16","1461","1484","True","67200","53",,,
"1762682118.457788000","192.34.20.166","172.17.19.207","1230","443,59062",,"6","0.000000000","0x0018","1216",,"16","2921","1484","True","67200","53",,,
"1762682118.457788000","192.34.20.166","172.17.19.207","192","443,59062",,"6","0.000000000","0x0018","178",,"16","4097","1484","True","67200","53",,,
"1762682118.457833000","172.17.19.207","192.34.20.166","54","59062,443",,"6","0.000045000","0x0010","40",,"16","1484","4235","True","65280","128",,,
"1762682118.459836000","172.17.19.207","192.34.20.166","134","59062,443",,"6","0.002003000","0x0018","120",,"16","1484","4235","True","65280","128",,,
"1762682118.459925000","172.17.19.207","192.34.20.166","376","59062,443",,"6","0.000089000","0x0018","362",,"16","1564","4235","True","65280","128",,,
"1762682118.459957000","172.17.19.207","192.34.20.166","316","59062,443",,"6","0.000032000","0x0018","302",,"16","1886","4235","True","65280","128",,,
"1762682118.509159000","172.17.22.32","224.0.0.251","88",,"5353,5353","17","0.049202000",,"74",,,,,"False",,"1",,,
"1762682118.509159000",,,"108",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.509159000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682118.509159000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682118.509159000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.509159000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.509159000",,,"95",,"54842,5355",,"0.000000000",,,,,,,,,,,,
"1762682118.509159000","172.17.16.206","224.0.0.252","75",,"54842,5355","17","0.000000000",,"61",,,,,"False",,"1",,,
"1762682118.509159000","172.17.16.206","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"False",,"1",,,
"1762682118.509159000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.509159000","172.17.16.206","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"False",,"1",,,
"1762682118.509159000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.603485000","192.34.20.166","172.17.19.207","66","443,59075",,"6","0.094326000","0x0012","52",,"22","0","1","True","64240","53",,,
"1762682118.603485000","192.34.20.166","172.17.19.207","66","443,59074",,"6","0.000000000","0x0012","52",,"20","0","1","True","64240","53",,,
"1762682118.603665000","172.17.19.207","192.34.20.166","54","59075,443",,"6","0.000180000","0x0010","40",,"22","1","1","True","65280","128",,,
"1762682118.603738000","172.17.19.207","192.34.20.166","54","59074,443",,"6","0.000073000","0x0010","40",,"20","1","1","True","65280","128",,,
"1762682118.604125000","172.17.19.207","192.34.20.166","1537","59075,443",,"6","0.000387000","0x0018","1523",,"22","1","1","True","65280","128",,,
"1762682118.604135000","172.17.19.207","192.34.20.166","1537","59074,443",,"6","0.000010000","0x0018","1523",,"20","1","1","True","65280","128",,,
"1762682118.604234000","192.34.20.166","172.17.19.207","66","443,59073",,"6","0.000099000","0x0012","52",,"21","0","1","True","64240","53",,,
"1762682118.604234000","192.34.20.166","172.17.19.207","54","443,51349",,"6","0.000000000","0x0010","40",,"13","3038","1464","True","637","53",,,
"1762682118.604324000","172.17.19.207","192.34.20.166","54","59073,443",,"6","0.000090000","0x0010","40",,"21","1","1","True","65280","128",,,
"1762682118.604755000","172.17.19.207","192.34.20.166","1537","59073,443",,"6","0.000431000","0x0018","1523",,"21","1","1","True","65280","128",,,
"1762682118.611737000","192.34.20.166","172.17.19.207","336","443,51349",,"6","0.006982000","0x0018","322",,"13","3038","1464","True","637","53",,,
"1762682118.611737000","192.34.20.166","172.17.19.207","1514","443,51349",,"6","0.000000000","0x0010","1500",,"13","3320","1464","True","637","53",,,
"1762682118.611737000","192.34.20.166","172.17.19.207","1365","443,51349",,"6","0.000000000","0x0018","1351",,"13","4780","1464","True","637","53",,,
"1762682118.611816000","172.17.19.207","192.34.20.166","54","51349,443",,"6","0.000079000","0x0010","40",,"13","1464","6091","True","255","128",,,
"1762682118.611990000","172.17.19.207","192.34.20.166","376","51349,443",,"6","0.000174000","0x0018","362",,"13","1464","6091","True","255","128",,,
"1762682118.612052000","172.17.19.207","192.34.20.166","362","51349,443",,"6","0.000062000","0x0018","348",,"13","1786","6091","True","255","128",,,
"1762682118.613742000","172.17.19.207","192.34.20.166","66","59081,443",,"6","0.001690000","0x0002","52",,"23","0","0","True","65535","128",,,
"1762682118.632361000","172.17.19.207","192.34.20.166","78","51349,443",,"6","0.018619000","0x0018","64",,"13","2094","6091","True","255","128",,,
"1762682118.632388000","172.17.19.207","192.34.20.166","78","59062,443",,"6","0.000027000","0x0018","64",,"16","2148","4235","True","65280","128",,,
"1762682118.632458000","172.17.19.207","192.34.20.166","54","51349,443",,"6","0.000070000","0x0011","40",,"13","2118","6091","True","255","128",,,
"1762682118.632464000","172.17.19.207","192.34.20.166","54","59062,443",,"6","0.000006000","0x0011","40",,"16","2172","4235","True","65280","128",,,
"1762682118.633551000","172.17.19.207","192.34.20.166","66","59083,443",,"6","0.001087000","0x0002","52",,"24","0","0","True","65535","128",,,
"1762682118.633710000","172.17.19.207","192.34.20.166","66","59084,443",,"6","0.000159000","0x0002","52",,"25","0","0","True","65535","128",,,
"1762682118.697237000","35.223.238.178","172.17.19.207","212","443,59064",,"6","0.063527000","0x0018","198",,"18","4227","3312","True","39424","54",,,
"1762682118.697237000","35.223.238.178","172.17.19.207","54","443,59064",,"6","0.000000000","0x0010","40",,"18","4385","7126","True","37248","54",,,
"1762682118.697319000","172.17.19.207","35.223.238.178","54","59064,443",,"6","0.000082000","0x0010","40",,"18","8679","4385","True","65280","128",,,
"1762682118.700458000","35.223.238.178","172.17.19.207","54","443,59064",,"6","0.003139000","0x0010","40",,"18","4385","8679","True","37248","54",,,
"1762682118.702706000","35.223.238.178","172.17.19.207","66","443,57040",,"6","0.002248000","0x0010","52",,"15","1","1752","True","280","54","1",,
"1762682118.702706000","35.223.238.178","172.17.19.207","54","443,57040",,"6","0.000000000","0x0010","40",,"15","1","4050","True","273","54",,,
"1762682118.709461000",,,"56",,,,"0.006755000",,,,,,,,,,,,
"1762682118.709461000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000","172.17.17.249","172.17.23.255","92",,"137,137","17","0.000000000",,"78",,,,,"False",,"128",,,
"1762682118.709461000","172.17.19.146","224.0.0.251","387",,"5353,5353","17","0.000000000",,"373",,,,,"False",,"1",,,
"1762682118.709461000",,,"407",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.709461000","172.17.19.146","224.0.0.251","323",,"5353,5353","17","0.000000000",,"309",,,,,"False",,"1",,,
"1762682118.709461000",,,"343",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.709461000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682118.709461000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682118.709461000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000","172.17.22.32","224.0.0.251","88",,"5353,5353","17","0.000000000",,"74",,,,,"False",,"1",,,
"1762682118.709461000",,,"108",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.709461000","172.17.23.65","224.0.0.251","99",,"5353,5353","17","0.000000000",,"85",,,,,"False",,"255",,,
"1762682118.709461000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682118.709461000","35.223.238.178","172.17.19.207","334","443,57040",,"6","0.000000000","0x0018","320",,"15","1","4050","True","291","54",,,
"1762682118.709461000","35.223.238.178","172.17.19.207","357","443,59064",,"6","0.000000000","0x0018","343",,"18","4385","8679","True","37248","54",,,
"1762682118.709461000","35.223.238.178","172.17.19.207","99","443,57040",,"6","0.000000000","0x0018","85",,"15","281","4050","True","291","54",,,
"1762682118.709461000","35.223.238.178","172.17.19.207","212","443,59063",,"6","0.000000000","0x0018","198",,"17","4227","1893","True","40832","54",,,
"1762682118.709461000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.000000000","0x0010","40",,"17","4385","4287","True","38528","54",,,
"1762682118.710169000","172.17.19.207","35.223.238.178","54","57040,443",,"6","0.000708000","0x0010","40",,"15","4050","326","True","253","128",,,
"1762682118.710225000","172.17.19.207","35.223.238.178","5734","59063,443",,"6","0.000056000","0x0018","5720",,"17","16893","4385","True","65280","128",,,
"1762682118.711054000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.000829000","0x0010","40",,"17","4385","7127","True","37248","54",,,
"1762682118.711075000","172.17.19.207","35.223.238.178","3483","59063,443",,"6","0.000021000","0x0018","3469",,"17","22573","4385","True","65280","128",,,
"1762682118.712937000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.001862000","0x0010","40",,"17","4385","9287","True","37248","54",,,
"1762682118.714895000","35.223.238.178","172.17.19.207","66","443,59063",,"6","0.001958000","0x0010","52",,"17","4385","10707","True","36736","54",,,
"1762682118.715127000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.000232000","0x0010","40",,"17","4385","12633","True","35456","54",,,
"1762682118.717849000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.002722000","0x0010","40",,"17","4385","15473","True","35840","54",,,
"1762682118.727338000","35.223.238.178","172.17.19.207","212","443,59065",,"6","0.009489000","0x0018","198",,"19","4227","1892","True","40832","55",,,
"1762682118.727338000","192.34.20.166","172.17.19.207","212","443,59062",,"6","0.000000000","0x0018","198",,"16","4235","1564","True","67200","53",,,
"1762682118.727338000","35.223.238.178","172.17.19.207","54","443,59065",,"6","0.000000000","0x0010","40",,"19","4385","4286","True","38528","55",,,
"1762682118.727338000","192.34.20.166","172.17.19.207","54","443,59062",,"6","0.000000000","0x0010","40",,"16","4393","2148","True","73088","53",,,
"1762682118.727423000","172.17.19.207","192.34.20.166","54","59062,443",,"6","0.000085000","0x0014","40",,"16","2173","4393","True","0","128",,,
"1762682118.727503000","172.17.19.207","35.223.238.178","54","59065,443",,"6","0.000080000","0x0010","40",,"19","5761","4385","True","65024","128",,,
"1762682118.727879000","35.223.238.178","172.17.19.207","66","443,59065",,"6","0.000376000","0x0010","52",,"19","4385","4286","True","38528","55","1",,
"1762682118.727879000","35.223.238.178","172.17.19.207","54","443,59065",,"6","0.000000000","0x0010","40",,"19","4385","5761","True","37120","55",,,
"1762682118.731526000","35.223.238.178","172.17.19.207","357","443,59065",,"6","0.003647000","0x0018","343",,"19","4385","5761","True","37248","55",,,
"1762682118.731843000","172.17.19.207","35.223.238.178","78","59065,443",,"6","0.000317000","0x0018","64",,"19","5761","4688","True","64768","128",,,
"1762682118.731921000","172.17.19.207","35.223.238.178","54","59065,443",,"6","0.000078000","0x0011","40",,"19","5785","4688","True","64768","128",,,
"1762682118.758967000","172.17.19.207","35.223.238.178","54","59064,443",,"6","0.027046000","0x0010","40",,"18","8679","4688","True","65024","128",,,
"1762682118.760948000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.001981000","0x0010","40",,"17","4385","16893","True","37248","54",,,
"1762682118.771711000","172.17.19.207","172.67.130.73","55","53280,443",,"6","0.010763000","0x0010","41",,"26","1","1","True","251","128",,,
"1762682118.807971000","172.67.130.73","172.17.19.207","66","443,53280",,"6","0.036260000","0x0010","52",,"26","1","2","True","16","55",,,
"1762682118.838789000","192.34.20.166","172.17.19.207","66","443,59075",,"6","0.030818000","0x0010","52",,"22","1","1","True","64256","53","1",,
"1762682118.838963000","192.34.20.166","172.17.19.207","54","443,59075",,"6","0.000174000","0x0010","40",,"22","1","1484","True","65536","53",,,
"1762682118.846721000","192.34.20.166","172.17.19.207","2974","443,59075",,"6","0.007758000","0x0018","2960",,"22","1","1484","True","65536","53",,,
"1762682118.846721000","192.34.20.166","172.17.19.207","1230","443,59075",,"6","0.000000000","0x0018","1216",,"22","2921","1484","True","65536","53",,,
"1762682118.846813000","172.17.19.207","192.34.20.166","54","59075,443",,"6","0.000092000","0x0010","40",,"22","1484","4097","True","65280","128",,,
"1762682118.847437000","192.34.20.166","172.17.19.207","192","443,59075",,"6","0.000624000","0x0018","178",,"22","4097","1484","True","65536","53",,,
"1762682118.847492000","172.17.19.207","192.34.20.166","54","59075,443",,"6","0.000055000","0x0010","40",,"22","1484","4235","True","65280","128",,,
"1762682118.847624000","192.34.20.166","172.17.19.207","66","443,59074",,"6","0.000132000","0x0010","52",,"20","1","1","True","64256","53","1",,
"1762682118.847920000","192.34.20.166","172.17.19.207","54","443,59074",,"6","0.000296000","0x0010","40",,"20","1","1484","True","65536","53",,,
"1762682118.849004000","172.17.19.207","192.34.20.166","134","59075,443",,"6","0.001084000","0x0018","120",,"22","1484","4235","True","65280","128",,,
"1762682118.849113000","172.17.19.207","192.34.20.166","376","59075,443",,"6","0.000109000","0x0018","362",,"22","1564","4235","True","65280","128",,,
"1762682118.849184000","172.17.19.207","192.34.20.166","316","59075,443",,"6","0.000071000","0x0018","302",,"22","1886","4235","True","65280","128",,,
"1762682118.850168000","192.34.20.166","172.17.19.207","66","443,59073",,"6","0.000984000","0x0010","52",,"21","1","1","True","64256","53","1",,
"1762682118.850662000","192.34.20.166","172.17.19.207","54","443,59073",,"6","0.000494000","0x0010","40",,"21","1","1484","True","67200","53",,,
"1762682118.857169000","192.34.20.166","172.17.19.207","2974","443,59073",,"6","0.006507000","0x0018","2960",,"21","1","1484","True","67200","53",,,
"1762682118.857169000","192.34.20.166","172.17.19.207","1230","443,59073",,"6","0.000000000","0x0018","1216",,"21","2921","1484","True","67200","53",,,
"1762682118.857169000","192.34.20.166","172.17.19.207","192","443,59073",,"6","0.000000000","0x0018","178",,"21","4097","1484","True","67200","53",,,
"1762682118.857169000","192.34.20.166","172.17.19.207","54","443,51349",,"6","0.000000000","0x0010","40",,"13","6091","2094","True","637","53",,,
"1762682118.857266000","172.17.19.207","192.34.20.166","54","59073,443",,"6","0.000097000","0x0010","40",,"21","1484","4235","True","65280","128",,,
"1762682118.858110000","192.34.20.166","172.17.19.207","1514","443,59074",,"6","0.000844000","0x0010","1500",,"20","1","1484","True","65536","53",,,
"1762682118.860262000","172.17.19.207","192.34.20.166","134","59073,443",,"6","0.002152000","0x0018","120",,"21","1484","4235","True","65280","128",,,
"1762682118.860362000","172.17.19.207","192.34.20.166","376","59073,443",,"6","0.000100000","0x0018","362",,"21","1564","4235","True","65280","128",,,
"1762682118.860432000","172.17.19.207","192.34.20.166","362","59073,443",,"6","0.000070000","0x0018","348",,"21","1886","4235","True","65280","128",,,
"1762682118.860449000","192.34.20.166","172.17.19.207","1514","443,59074",,"6","0.000017000","0x0018","1500",,"20","1461","1484","True","65536","53",,,
"1762682118.860449000","192.34.20.166","172.17.19.207","1230","443,59074",,"6","0.000000000","0x0018","1216",,"20","2921","1484","True","65536","53",,,
"1762682118.860449000","192.34.20.166","172.17.19.207","192","443,59074",,"6","0.000000000","0x0018","178",,"20","4097","1484","True","65536","53",,,
"1762682118.860449000","192.34.20.166","172.17.19.207","66","443,59081",,"6","0.000000000","0x0012","52",,"23","0","1","True","64240","53",,,
"1762682118.860540000","172.17.19.207","192.34.20.166","54","59074,443",,"6","0.000091000","0x0010","40",,"20","1484","4235","True","65280","128",,,
"1762682118.860566000","172.17.19.207","192.34.20.166","54","59081,443",,"6","0.000026000","0x0010","40",,"23","1","1","True","65280","128",,,
"1762682118.861206000","172.17.19.207","192.34.20.166","1537","59081,443",,"6","0.000640000","0x0018","1523",,"23","1","1","True","65280","128",,,
"1762682118.862638000","172.17.19.207","192.34.20.166","134","59074,443",,"6","0.001432000","0x0018","120",,"20","1484","4235","True","65280","128",,,
"1762682118.862726000","172.17.19.207","192.34.20.166","376","59074,443",,"6","0.000088000","0x0018","362",,"20","1564","4235","True","65280","128",,,
"1762682118.862786000","172.17.19.207","192.34.20.166","202","59074,443",,"6","0.000060000","0x0018","188",,"20","1886","4235","True","65280","128",,,
"1762682118.867283000","192.34.20.166","172.17.19.207","336","443,51349",,"6","0.004497000","0x0018","322",,"13","6091","2094","True","637","53",,,
"1762682118.867283000","192.34.20.166","172.17.19.207","1514","443,51349",,"6","0.000000000","0x0010","1500",,"13","6373","2094","True","637","53",,,
"1762682118.867283000","192.34.20.166","172.17.19.207","1361","443,51349",,"6","0.000000000","0x0018","1347",,"13","7833","2094","True","637","53",,,
"1762682118.867317000","172.17.19.207","192.34.20.166","54","51349,443",,"6","0.000034000","0x0014","40",,"13","2119","6373","True","0","128",,,
"1762682118.870412000","192.34.20.166","172.17.19.207","66","443,59083",,"6","0.003095000","0x0012","52",,"24","0","1","True","64240","53",,,
"1762682118.870455000","172.17.19.207","192.34.20.166","54","59083,443",,"6","0.000043000","0x0010","40",,"24","1","1","True","65280","128",,,
"1762682118.870798000","172.17.19.207","192.34.20.166","1537","59083,443",,"6","0.000343000","0x0018","1523",,"24","1","1","True","65280","128",,,
"1762682118.891721000","192.34.20.166","172.17.19.207","66","443,59084",,"6","0.020923000","0x0012","52",,"25","0","1","True","64240","53",,,
"1762682118.891789000","172.17.19.207","192.34.20.166","54","59084,443",,"6","0.000068000","0x0010","40",,"25","1","1","True","65280","128",,,
"1762682118.892160000","172.17.19.207","192.34.20.166","1537","59084,443",,"6","0.000371000","0x0018","1523",,"25","1","1","True","65280","128",,,
"1762682118.924024000",,,"60",,,,"0.031864000",,,,,,,,,,,,
"1762682118.924024000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682118.924024000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682118.924024000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.924024000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.924024000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682118.924024000","172.17.22.32","224.0.0.251","367",,"5353,5353","17","0.000000000",,"353",,,,,"False",,"1",,,
"1762682118.924024000",,,"387",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.924024000","172.17.22.32","224.0.0.251","308",,"5353,5353","17","0.000000000",,"294",,,,,"False",,"1",,,
"1762682118.924024000",,,"328",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.924024000","172.17.19.198","224.0.0.251","77",,"5353,5353","17","0.000000000",,"63",,,,,"False",,"1",,,
"1762682118.924024000",,,"97",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682118.960232000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.036208000","0x0010","40",,"17","4385","18313","True","35840","54",,,
"1762682118.960758000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.000526000","0x0010","40",,"17","4385","19733","True","35840","54",,,
"1762682118.961079000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.000321000","0x0010","40",,"17","4385","21153","True","35840","54",,,
"1762682118.962593000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.001514000","0x0010","40",,"17","4385","22573","True","35840","54",,,
"1762682118.963600000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.001007000","0x0010","40",,"17","4385","23993","True","35840","54",,,
"1762682118.965122000","35.223.238.178","172.17.19.207","66","443,59063",,"6","0.001522000","0x0010","52",,"17","4385","23993","True","35840","54","1",,
"1762682118.965849000","35.223.238.178","172.17.19.207","54","443,59063",,"6","0.000727000","0x0010","40",,"17","4385","26002","True","34944","54",,,
"1762682118.969837000","35.223.238.178","172.17.19.207","357","443,59063",,"6","0.003988000","0x0018","343",,"17","4385","26002","True","37248","54",,,
"1762682118.970133000","172.17.19.207","35.223.238.178","78","59063,443",,"6","0.000296000","0x0018","64",,"17","26002","4688","True","65024","128",,,
"1762682118.970194000","172.17.19.207","35.223.238.178","54","59063,443",,"6","0.000061000","0x0011","40",,"17","26026","4688","True","65024","128",,,
"1762682118.986394000","35.223.238.178","172.17.19.207","54","443,59065",,"6","0.016200000","0x0011","40",,"19","4688","5786","True","37248","55",,,
"1762682118.986450000","172.17.19.207","35.223.238.178","54","59065,443",,"6","0.000056000","0x0010","40",,"19","5786","4689","True","64768","128",,,
"1762682119.084507000","192.34.20.166","172.17.19.207","212","443,59075",,"6","0.098057000","0x0018","198",,"22","4235","2148","True","66688","53",,,
"1762682119.084570000","172.17.19.207","192.34.20.166","54","59075,443",,"6","0.000063000","0x0010","40",,"22","2148","4393","True","65024","128",,,
"1762682119.097828000","192.34.20.166","172.17.19.207","2974","443,59075",,"6","0.013258000","0x0018","2960",,"22","4393","2148","True","66688","53",,,
"1762682119.097828000","192.34.20.166","172.17.19.207","145","443,59075",,"6","0.000000000","0x0018","131",,"22","7313","2148","True","66688","53",,,
"1762682119.097882000","172.17.19.207","192.34.20.166","54","59075,443",,"6","0.000054000","0x0010","40",,"22","2148","7404","True","65280","128",,,
"1762682119.098061000","172.17.19.207","192.34.20.166","376","59075,443",,"6","0.000179000","0x0018","362",,"22","2148","7404","True","65280","128",,,
"1762682119.098097000","172.17.19.207","192.34.20.166","410","59075,443",,"6","0.000036000","0x0018","396",,"22","2470","7404","True","65280","128",,,
"1762682119.099321000","172.17.19.207","192.34.20.166","66","59090,443",,"6","0.001224000","0x0002","52",,"27","0","0","True","65535","128",,,
"1762682119.104614000","192.34.20.166","172.17.19.207","66","443,59081",,"6","0.005293000","0x0010","52",,"23","1","1","True","64256","53","1",,
"1762682119.105016000","192.34.20.166","172.17.19.207","54","443,59081",,"6","0.000402000","0x0010","40",,"23","1","1484","True","65536","53",,,
"1762682119.105204000","192.34.20.166","172.17.19.207","212","443,59073",,"6","0.000188000","0x0018","198",,"21","4235","2194","True","73088","53",,,
"1762682119.105243000","172.17.19.207","192.34.20.166","54","59073,443",,"6","0.000039000","0x0010","40",,"21","2194","4393","True","65280","128",,,
"1762682119.106295000","192.34.20.166","172.17.19.207","133","443,59074",,"6","0.001052000","0x0018","119",,"20","4235","2034","True","66432","53",,,
"1762682119.107180000","192.34.20.166","172.17.19.207","133","443,59074",,"6","0.000885000","0x0018","119",,"20","4314","2034","True","66432","53",,,
"1762682119.107209000","172.17.19.207","192.34.20.166","54","59074,443",,"6","0.000029000","0x0010","40",,"20","2034","4393","True","65280","128",,,
"1762682119.107311000","192.34.20.166","172.17.19.207","54","443,59083",,"6","0.000102000","0x0010","40",,"24","1","1461","True","67200","53",,,
"1762682119.107725000","192.34.20.166","172.17.19.207","54","443,59083",,"6","0.000414000","0x0010","40",,"24","1","1484","True","67200","53",,,
"1762682119.109247000","172.17.19.207","40.79.173.41","172","62721,443",,"6","0.001522000","0x0018","158",,"1","4584","100","True","253","128",,,
"1762682119.109315000","172.17.19.207","40.79.173.41","5814","62721,443",,"6","0.000068000","0x0010","5800",,"1","4702","100","True","253","128",,,
"1762682119.117689000","192.34.20.166","172.17.19.207","2974","443,59081",,"6","0.008374000","0x0018","2960",,"23","1","1484","True","65536","53",,,
