frame.time_epoch,ip.src,ip.dst,frame.len,tcp.port,udp.port,ip.proto,frame.time_delta,tcp.flags,ip.len,icmp.type,tcp.stream,tcp.seq,tcp.ack,ip.flags.df,tcp.window_size,ip.ttl,tcp.analysis.flags,http.request.uri,http.response.code
"1762682114.612572000",,,"60",,,,,,,,,,,,,,,,
"1762682114.612572000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.612572000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682114.612572000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.612572000","172.17.21.242","172.17.23.255","82",,"50364,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682114.612572000","172.17.21.242","255.255.255.255","82",,"50365,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682114.612572000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.612572000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.612572000","172.17.22.226","224.0.0.251","75",,"5353,5353","17","0.000000000",,"61",,,,,"False",,"1",,,
"1762682114.612572000",,,"95",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682114.612572000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.612572000","172.17.22.226","224.0.0.251","77",,"5353,5353","17","0.000000000",,"63",,,,,"False",,"1",,,
"1762682114.612572000",,,"97",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682114.612572000","172.17.22.226","224.0.0.251","75",,"5353,5353","17","0.000000000",,"61",,,,,"False",,"1",,,
"1762682114.612572000",,,"95",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682114.612572000","172.17.22.226","224.0.0.251","78",,"5353,5353","17","0.000000000",,"64",,,,,"False",,"1",,,
"1762682114.612572000",,,"98",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682114.612572000","172.17.22.226","224.0.0.251","76",,"5353,5353","17","0.000000000",,"62",,,,,"False",,"1",,,
"1762682114.612572000",,,"96",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682114.612572000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682114.612572000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.612572000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.612572000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.812281000",,,"60",,,,"0.199709000",,,,,,,,,,,,
"1762682114.812281000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682114.812281000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682114.812281000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682114.812281000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682114.969798000","172.17.19.207","172.17.16.1","92",,"64483,53","17","0.157517000",,"78",,,,,"False",,"128",,,
"1762682114.975315000","172.17.16.1","172.17.19.207","212",,"53,64483","17","0.005517000",,"198",,,,,"False",,"64",,,
"1762682114.976369000","172.17.19.207","20.189.173.8","66","63687,443",,"6","0.001054000","0x0002","52",,"0","0","0","True","65535","128",,,
"1762682115.020995000","172.17.17.197","224.0.0.251","103",,"5353,5353","17","0.044626000",,"89",,,,,"True",,"255",,,
"1762682115.020995000",,,"123",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682115.020995000","172.17.21.16","224.0.0.251","1138",,"5353,5353","17","0.000000000",,"1124",,,,,"False",,"255",,,
"1762682115.020995000",,,"1158",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682115.020995000","172.17.17.249","172.17.23.255","92",,"137,137","17","0.000000000",,"78",,,,,"False",,"128",,,
"1762682115.020995000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.020995000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682115.020995000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.020995000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.225676000",,,"56",,,,"0.204681000",,,,,,,,,,,,
"1762682115.225676000","172.17.20.251","255.255.255.255","56",,"51467,3289","17","0.000000000",,"42",,,,,"False",,"1",,,
"1762682115.225676000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.225676000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682115.225676000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.225676000",,,"686",,"53033,3702",,"0.000000000",,,,,,,,,,,,
"1762682115.225676000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.326784000","20.189.173.8","172.17.19.207","66","443,63687",,"6","0.101108000","0x0012","52",,"0","0","1","True","65535","98",,,
"1762682115.326970000","172.17.19.207","20.189.173.8","54","63687,443",,"6","0.000186000","0x0010","40",,"0","1","1","True","65280","128",,,
"1762682115.327934000","172.17.19.207","20.189.173.8","571","63687,443",,"6","0.000964000","0x0018","557",,"0","1","1","True","65280","128",,,
"1762682115.410722000","172.17.19.207","40.79.173.41","171","62721,443",,"6","0.082788000","0x0018","157",,"1","1","1","True","253","128",,,
"1762682115.410894000","172.17.19.207","40.79.173.41","4485","62721,443",,"6","0.000172000","0x0018","4471",,"1","118","1","True","253","128",,,
"1762682115.436056000","172.17.17.249","172.17.23.255","92",,"137,137","17","0.025162000",,"78",,,,,"False",,"128",,,
"1762682115.436056000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.436056000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.436056000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.436056000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.633641000","172.17.16.206","224.0.0.251","82",,"5353,5353","17","0.197585000",,"68",,,,,"False",,"1",,,
"1762682115.633641000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682115.633641000","172.17.16.206","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"False",,"1",,,
"1762682115.633641000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682115.633641000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.633641000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682115.633641000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.633641000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.633641000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.633641000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.633641000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.633641000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682115.636074000","40.79.173.41","172.17.19.207","54","443,62721",,"6","0.002433000","0x0010","40",,"1","1","1558","True","16385","110",,,
"1762682115.636074000","40.79.173.41","172.17.19.207","66","443,62721",,"6","0.000000000","0x0010","52",,"1","1","2998","True","16379","110",,,
"1762682115.636074000","40.79.173.41","172.17.19.207","54","443,62721",,"6","0.000000000","0x0010","40",,"1","1","4549","True","16385","110",,,
"1762682115.636074000","40.79.173.41","172.17.19.207","153","443,62721",,"6","0.000000000","0x0018","139",,"1","1","4549","True","16385","110",,,
"1762682115.636074000","20.189.173.8","172.17.19.207","153","443,63687",,"6","0.000000000","0x0018","139",,"0","1","518","True","4194048","98",,,
"1762682115.637714000","172.17.19.207","40.79.173.41","89","62721,443",,"6","0.001640000","0x0018","75",,"1","4549","100","True","253","128",,,
"1762682115.637772000","172.17.19.207","20.189.173.8","491","63687,443",,"6","0.000058000","0x0018","477",,"0","518","100","True","65280","128",,,
"1762682115.839599000",,,"60",,,,"0.201827000",,,,,,,,,,,,
"1762682115.839599000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.839599000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682115.839599000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.839599000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.839599000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682115.839599000",,,"101",,"50930,5353",,"0.000000000",,,,,,,,,,,,
"1762682115.839599000","172.17.23.69","224.0.0.251","81",,"34353,5353","17","0.000000000",,"67",,,,,"True",,"255",,,
"1762682115.839599000","172.17.17.101","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"True",,"255",,,
"1762682115.839599000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.839599000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682115.839599000","172.17.17.101","224.0.0.251","103",,"5353,5353","17","0.000000000",,"89",,,,,"True",,"255",,,
"1762682115.839599000",,,"123",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682115.839599000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682115.939318000","40.79.173.41","172.17.19.207","54","443,62721",,"6","0.099719000","0x0010","40",,"1","100","4584","True","16384","110",,,
"1762682115.939318000","20.189.173.8","172.17.19.207","4434","443,63687",,"6","0.000000000","0x0010","4420",,"0","100","955","True","4193536","98",,,
"1762682115.939318000","20.189.173.8","172.17.19.207","166","443,63687",,"6","0.000000000","0x0018","152",,"0","4480","955","True","4193536","98",,,
"1762682115.939502000","172.17.19.207","20.189.173.8","54","63687,443",,"6","0.000184000","0x0010","40",,"0","955","4592","True","65280","128",,,
"1762682115.942570000","172.17.19.207","20.189.173.8","2139","63687,443",,"6","0.003068000","0x0018","2125",,"0","955","4592","True","65280","128",,,
"1762682116.046016000","172.17.17.249","172.17.23.255","92",,"137,137","17","0.103446000",,"78",,,,,"False",,"128",,,
"1762682116.046016000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.046016000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.046016000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682116.046016000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.046016000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.046016000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.046016000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.046016000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.046016000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682116.046016000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.046016000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.247810000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.201794000",,"68",,,,,"False",,"128",,,
"1762682116.247810000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.247810000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.247810000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.248960000","20.189.173.8","172.17.19.207","66","443,63687",,"6","0.001150000","0x0010","52",,"0","4592","955","True","4193536","98","1",,
"1762682116.248960000","20.189.173.8","172.17.19.207","54","443,63687",,"6","0.000000000","0x0010","40",,"0","4592","3040","True","4194560","98",,,
"1762682116.248960000","20.189.173.8","172.17.19.207","157","443,63687",,"6","0.000000000","0x0018","143",,"0","4592","3040","True","4194560","98",,,
"1762682116.248960000","20.189.173.8","172.17.19.207","519","443,63687",,"6","0.000000000","0x0019","505",,"0","4695","3040","True","4194560","98",,,
"1762682116.249054000","172.17.19.207","20.189.173.8","54","63687,443",,"6","0.000094000","0x0010","40",,"0","3040","5161","True","64768","128",,,
"1762682116.249713000","172.17.19.207","20.189.173.8","78","63687,443",,"6","0.000659000","0x0018","64",,"0","3040","5161","True","64768","128",,,
"1762682116.249835000","172.17.19.207","20.189.173.8","54","63687,443",,"6","0.000122000","0x0011","40",,"0","3064","5161","True","64768","128",,,
"1762682116.451621000",,,"56",,,,"0.201786000",,,,,,,,,,,,
"1762682116.451621000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.451621000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.451621000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.451621000","172.17.17.156","172.17.23.255","82",,"64503,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.553724000","20.189.173.8","172.17.19.207","54","443,63687",,"6","0.102103000","0x0010","40",,"0","5161","3065","True","4194304","98",,,
"1762682116.626233000","172.17.19.207","140.82.112.22","54","56183,443",,"6","0.072509000","0x0014","40",,"2","1","1","True","0","128",,,
"1762682116.628679000","172.17.19.207","140.82.112.22","54","50953,443",,"6","0.002446000","0x0011","40",,"3","1","1","True","255","128",,,
"1762682116.628837000","172.17.19.207","142.251.222.206","54","58774,443",,"6","0.000158000","0x0011","40",,"4","1","1","True","252","128",,,
"1762682116.629211000","172.17.19.207","140.82.112.22","66","54151,443",,"6","0.000374000","0x0002","52",,"5","0","0","True","65535","128",,,
"1762682116.634165000","142.251.222.206","172.17.19.207","54","443,58774",,"6","0.004954000","0x0011","40",,"4","1","2","False","1045","118",,,
"1762682116.634233000","172.17.19.207","142.251.222.206","54","58774,443",,"6","0.000068000","0x0010","40",,"4","2","2","True","252","128",,,
"1762682116.664769000","172.17.16.206","224.0.0.251","82",,"5353,5353","17","0.030536000",,"68",,,,,"False",,"1",,,
"1762682116.664769000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.16.206","224.0.0.251","82",,"5353,5353","17","0.000000000",,"68",,,,,"False",,"1",,,
"1762682116.664769000",,,"102",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.16.203","224.0.0.251","213",,"5353,5353","17","0.000000000",,"199",,,,,"False",,"1",,,
"1762682116.664769000",,,"233",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.16.203","224.0.0.251","86",,"5353,5353","17","0.000000000",,"72",,,,,"False",,"1",,,
"1762682116.664769000",,,"106",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000",,,"157",,"52728,1900",,"0.000000000",,,,,,,,,,,"*",
"1762682116.664769000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.22.226","224.0.0.251","75",,"5353,5353","17","0.000000000",,"61",,,,,"False",,"1",,,
"1762682116.664769000",,,"95",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.17.194","224.0.0.251","103",,"5353,5353","17","0.000000000",,"89",,,,,"True",,"255",,,
"1762682116.664769000",,,"123",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.22.226","224.0.0.251","75",,"5353,5353","17","0.000000000",,"61",,,,,"False",,"1",,,
"1762682116.664769000",,,"95",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.22.226","224.0.0.251","76",,"5353,5353","17","0.000000000",,"62",,,,,"False",,"1",,,
"1762682116.664769000",,,"96",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.22.226","224.0.0.251","77",,"5353,5353","17","0.000000000",,"63",,,,,"False",,"1",,,
"1762682116.664769000",,,"97",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.22.226","224.0.0.251","78",,"5353,5353","17","0.000000000",,"64",,,,,"False",,"1",,,
"1762682116.664769000",,,"98",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.664769000","172.17.22.226","255.255.255.255","125",,"10004,10004","17","0.000000000",,"111",,,,,"False",,"128",,,
"1762682116.664769000","172.17.22.226","172.17.23.255","70",,"53034,22222","17","0.000000000",,"56",,,,,"False",,"128",,,
"1762682116.664769000","172.17.22.226","255.255.255.255","70",,"53035,22222","17","0.000000000",,"56",,,,,"False",,"128",,,
"1762682116.664769000","172.17.22.226","255.255.255.255","125",,"10004,10004","17","0.000000000",,"111",,,,,"False",,"128",,,
"1762682116.664769000","172.17.22.226","255.255.255.255","70",,"53036,22222","17","0.000000000",,"56",,,,,"False",,"128",,,
"1762682116.664769000","172.17.22.226","255.255.255.255","125",,"10004,10004","17","0.000000000",,"111",,,,,"False",,"128",,,
"1762682116.664769000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.664769000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.664769000","172.17.22.226","172.17.23.255","70",,"53037,22222","17","0.000000000",,"56",,,,,"False",,"128",,,
"1762682116.669979000","172.17.22.226","255.255.255.255","70",,"53038,22222","17","0.005210000",,"56",,,,,"False",,"128",,,
"1762682116.669979000","172.17.22.226","255.255.255.255","70",,"53039,22222","17","0.000000000",,"56",,,,,"False",,"128",,,
"1762682116.669979000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.669979000","172.17.22.226","172.17.23.255","56",,"53040,3289","17","0.000000000",,"42",,,,,"False",,"128",,,
"1762682116.669979000","172.17.22.226","255.255.255.255","56",,"53041,3289","17","0.000000000",,"42",,,,,"False",,"128",,,
"1762682116.671821000","172.17.22.226","255.255.255.255","56",,"53042,3289","17","0.001842000",,"42",,,,,"False",,"128",,,
"1762682116.734957000","35.186.224.40","172.17.19.207","2878","443,49164",,"6","0.063136000","0x0018","2864",,"6","1","1","False","1049","119",,,
"1762682116.734957000","35.186.224.40","172.17.19.207","291","443,49164",,"6","0.000000000","0x0018","277",,"6","2825","1","False","1049","119",,,
"1762682116.735059000","172.17.19.207","35.186.224.40","54","49164,443",,"6","0.000102000","0x0010","40",,"6","1","3062","True","255","128",,,
"1762682116.864099000",,,"60",,,,"0.129040000",,,,,,,,,,,,
"1762682116.864099000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.864099000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682116.864099000","172.17.16.203","224.0.0.251","86",,"5353,5353","17","0.000000000",,"72",,,,,"False",,"1",,,
"1762682116.864099000",,,"106",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.864099000","172.17.23.84","224.0.0.251","241",,"5353,5353","17","0.000000000",,"227",,,,,"False",,"1",,,
"1762682116.864099000","172.17.23.84","224.0.0.251","99",,"5353,5353","17","0.000000000",,"85",,,,,"False",,"1",,,
"1762682116.864099000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.864099000","172.17.17.101","224.0.0.251","103",,"5353,5353","17","0.000000000",,"89",,,,,"True",,"255",,,
"1762682116.864099000",,,"123",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682116.864099000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.864099000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682116.864099000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.864099000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682116.864099000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682116.934748000","172.17.19.207","140.82.112.22","66","62795,443",,"6","0.070649000","0x0002","52",,"7","0","0","True","65535","128",,,
"1762682116.935207000","172.17.19.207","140.82.112.22","66","49231,443",,"6","0.000459000","0x0002","52",,"8","0","0","True","65535","128",,,
"1762682116.935616000","172.17.19.207","140.82.112.22","66","58562,443",,"6","0.000409000","0x0002","52",,"9","0","0","True","65535","128",,,
"1762682116.935813000","172.17.19.207","140.82.112.22","66","64737,443",,"6","0.000197000","0x0002","52",,"10","0","0","True","65535","128",,,
"1762682116.935983000","172.17.19.207","140.82.112.22","66","59048,443",,"6","0.000170000","0x0002","52",,"11","0","0","True","65535","128",,,
"1762682116.937428000","140.82.112.22","172.17.19.207","54","443,50953",,"6","0.001445000","0x0010","40",,"3","1","2","True","70","45",,,
"1762682116.937428000","140.82.112.22","172.17.19.207","66","443,54151",,"6","0.000000000","0x0012","52",,"5","0","1","True","65535","46",,,
"1762682116.937549000","172.17.19.207","140.82.112.22","54","54151,443",,"6","0.000121000","0x0010","40",,"5","1","1","True","65280","128",,,
"1762682116.938341000","172.17.19.207","140.82.112.22","1895","54151,443",,"6","0.000792000","0x0018","1881",,"5","1","1","True","65280","128",,,
"1762682117.068392000",,,"60",,,,"0.130051000",,,,,,,,,,,,
"1762682117.068392000","172.17.23.84","224.0.0.251","99",,"5353,5353","17","0.000000000",,"85",,,,,"False",,"1",,,
"1762682117.068392000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682117.068392000","172.17.16.203","224.0.0.251","86",,"5353,5353","17","0.000000000",,"72",,,,,"False",,"1",,,
"1762682117.068392000",,,"106",,"5353,5353",,"0.000000000",,,,,,,,,,,,
"1762682117.068392000","172.17.16.249","172.17.23.255","216",,"27036,27036","17","0.000000000",,"202",,,,,"False",,"128",,,
"1762682117.068392000","172.17.16.249","172.17.23.255","84",,"27036,27036","17","0.000000000",,"70",,,,,"False",,"128",,,
"1762682117.068392000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682117.068392000",,,"686",,"53033,3702",,"0.000000000",,,,,,,,,,,,
"1762682117.068392000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682117.068392000","172.17.23.148","255.255.255.255","82",,"57597,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682117.068392000","172.17.23.148","172.17.23.255","82",,"57596,1947","17","0.000000000",,"68",,,,,"False",,"128",,,
"1762682117.170123000","57.144.211.33","172.17.19.207","102","443,62828",,"6","0.101731000","0x0018","88",,"12","1","1","True","591","53",,,
"1762682117.190442000","140.82.112.22","172.17.19.207","66","443,49231",,"6","0.020319000","0x0012","52",,"8","0","1","True","65535","46",,,
"1762682117.190628000","172.17.19.207","140.82.112.22","54","49231,443",,"6","0.000186000","0x0010","40",,"8","1","1","True","65280","128",,,
"1762682117.191711000","172.17.19.207","140.82.112.22","1927","49231,443",,"6","0.001083000","0x0018","1913",,"8","1","1","True","65280","128",,,
"1762682117.202498000","140.82.112.22","172.17.19.207","66","443,54151",,"6","0.010787000","0x0010","52",,"5","1","1","True","67584","46","1",,
"1762682117.202498000","140.82.112.22","172.17.19.207","54","443,54151",,"6","0.000000000","0x0010","40",,"5","1","1842","True","69632","46",,,
"1762682117.202498000","140.82.112.22","172.17.19.207","66","443,62795",,"6","0.000000000","0x0012","52",,"7","0","1","True","65535","45",,,
"1762682117.202668000","172.17.19.207","140.82.112.22","54","62795,443",,"6","0.000170000","0x0010","40",,"7","1","1","True","65280","128",,,
"1762682117.203065000","140.82.112.22","172.17.19.207","2926","443,54151",,"6","0.000397000","0x0018","2912",,"5","1","1842","True","69632","46",,,
"1762682117.203172000","172.17.19.207","140.82.112.22","54","54151,443",,"6","0.000107000","0x0010","40",,"5","1842","2873","True","65280","128",,,
"1762682117.203432000","172.17.19.207","140.82.112.22","1880","62795,443",,"6","0.000260000","0x0018","1866",,"7","1","1","True","65280","128",,,
"1762682117.204908000","140.82.112.22","172.17.19.207","1278","443,54151",,"6","0.001476000","0x0018","1264",,"5","2873","1842","True","69632","46",,,
"1762682117.204908000","140.82.112.22","172.17.19.207","66","443,59048",,"6","0.000000000","0x0012","52",,"11","0","1","True","65535","44",,,
"1762682117.205030000","172.17.19.207","140.82.112.22","54","59048,443",,"6","0.000122000","0x0010","40",,"11","1","1","True","65280","128",,,
"1762682117.205799000","172.17.19.207","140.82.112.22","1880","59048,443",,"6","0.000769000","0x0018","1866",,"11","1","1","True","65280","128",,,
"1762682117.208401000","140.82.112.22","172.17.19.207","1490","443,54151",,"6","0.002602000","0x0010","1476",,"5","4097","1842","True","69632","46",,,
"1762682117.208401000","140.82.112.22","172.17.19.207","157","443,54151",,"6","0.000000000","0x0018","143",,"5","5533","1842","True","69632","46",,,
"1762682117.208465000","172.17.19.207","140.82.112.22","54","54151,443",,"6","0.000064000","0x0010","40",,"5","1842","5636","True","65280","128",,,
"1762682117.209054000","172.17.19.207","140.82.112.22","118","54151,443",,"6","0.000589000","0x0018","104",,"5","1842","5636","True","65280","128",,,
"1762682117.209314000","172.17.19.207","140.82.112.22","54","62795,443",,"6","0.000260000","0x0011","40",,"7","1827","1","True","65280","128",,,
"1762682117.209443000","172.17.19.207","140.82.112.22","54","49231,443",,"6","0.000129000","0x0011","40",,"8","1874","1","True","65280","128",,,
"1762682117.210019000","172.17.19.207","140.82.112.22","54","59048,443",,"6","0.000576000","0x0011","40",,"11","1827","1","True","65280","128",,,
"1762682117.210188000","172.17.19.207","140.82.112.22","146","54151,443",,"6","0.000169000","0x0018","132",,"5","1906","5636","True","65280","128",,,
"1762682117.210356000","140.82.112.22","172.17.19.207","66","443,58562",,"6","0.000168000","0x0012","52",,"9","0","1","True","65535","44",,,
"1762682117.210704000","172.17.19.207","140.82.112.22","851","54151,443",,"6","0.000348000","0x0018","837",,"5","1998","5636","True","65280","128",,,
"1762682117.210852000","172.17.19.207","140.82.112.22","133","54151,443",,"6","0.000148000","0x0018","119",,"5","2795","5636","True","65280","128",,,
"1762682117.210916000","172.17.19.207","140.82.112.22","133","54151,443",,"6","0.000064000","0x0018","119",,"5","2874","5636","True","65280","128",,,
"1762682117.210980000","172.17.19.207","140.82.112.22","133","54151,443",,"6","0.000064000","0x0018","119",,"5","2953","5636","True","65280","128",,,
"1762682117.211033000","172.17.19.207","140.82.112.22","133","54151,443",,"6","0.000053000","0x0018","119",,"5","3032","5636","True","65280","128",,,
"1762682117.211095000","172.17.19.207","140.82.112.22","133","54151,443",,"6","0.000062000","0x0018","119",,"5","3111","5636","True","65280","128",,,
"1762682117.211156000","172.17.19.207","140.82.112.22","7854","54151,443",,"6","0.000061000","0x0018","7840",,"5","3190","5636","True","65280","128",,,
"1762682117.211255000","172.17.19.207","140.82.112.22","5798","54151,443",,"6","0.000099000","0x0010","5784",,"5","10990","5636","True","65280","128",,,
"1762682117.212385000","172.17.19.207","57.144.211.33","54","62828,443",,"6","0.001130000","0x0010","40",,"12","1","49","True","253","128",,,
"1762682117.220447000","140.82.112.22","172.17.19.207","66","443,64737",,"6","0.008062000","0x0012","52",,"10","0","1","True","65535","46",,,
"1762682117.280078000","172.17.17.249","172.17.23.255","92",,"137,137","17","0.059631000",,"78",,,,,"False",,"128",,,
"1762682117.280078000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682117.280078000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682117.280078000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682117.280078000","172.17.23.84","224.0.0.251","99",,"5353,5353","17","0.000000000",,"85",,,,,"False",,"1",,,
"1762682117.280078000",,,"60",,,,"0.000000000",,,,,,,,,,,,
"1762682117.280078000",,,"56",,,,"0.000000000",,,,,,,,,,,,
"1762682117.280078000",,,"60",,,,"0.000000000",,,,,,,,,,,,
